Transaction ID;Date;Time;Card Type;Entry Mode;Amount;Transaction Type;Merchant Group;Transaction Country;Shipping Address;Billing Address;Gender;Age;Issuing Bank;Fraudulent
207;02/10/2023;12:21;Visa;PIN;443.42;ATM;Food;Spain;635 Redwood St;606 Pine St;Male;19;DEF Bank;No
208;21/10/2023;04:19;Visa;PIN;88.22;POS;Electronics;Spain;282 Pine St;689 Cedar St;Male;65;XYZ Bank;No
209;10/10/2023;03:10;Visa;PIN;131.17;POS;Food;UK;322 Maple St;769 Birch St;Female;27;DEF Bank;No
210;04/10/2023;22:28;MasterCard;Tap;453.41;Online;Grocery;UK;803 Elm St;667 Birch St;Male;53;ABC Bank;No
211;13/10/2023;17:11;Visa;Tap;313.99;ATM;Electronics;Canada;58 Cedar St;653 Elm St;Female;40;DEF Bank;No
212;21/09/2023;11:50;Visa;PIN;91.66;Online;Electronics;Spain;581 Elm St;341 Elm St;Female;55;XYZ Bank;No
213;01/10/2023;14:53;Visa;Tap;176.26;Online;Electronics;Germany;861 Oak St;900 Birch St;Male;47;ABC Bank;No
214;16/10/2023;05:53;Visa;PIN;195.73;ATM;Food;Spain;125 Oak St;654 Oak St;Male;67;DEF Bank;No
215;11/10/2023;12:29;MasterCard;PIN;67.58;ATM;Electronics;UK;577 Pine St;337 Main St;Male;43;DEF Bank;No
216;20/10/2023;06:11;MasterCard;PIN;65.14;POS;ATM Withdrawal;Canada;388 Cedar St;702 Birch St;Female;50;XYZ Bank;No
217;17/10/2023;00:01;MasterCard;PIN;272.91;ATM;Grocery;USA;131 Redwood St;564 Elm St;Male;43;XYZ Bank;No
218;04/10/2023;23:58;Visa;Tap;376.39;ATM;Food;Italy;568 Oak St;837 Elm St;Male;27;ABC Bank;Yes
219;22/10/2023;04:10;MasterCard;PIN;198.78;Online;Electronics;Spain;582 Main St;101 Main St;Female;58;DEF Bank;No
220;07/10/2023;03:13;MasterCard;Tap;331.15;POS;Electronics;Germany;61 Redwood St;525 Maple St;Female;20;DEF Bank;No
221;23/09/2023;15:48;MasterCard;PIN;309.09;POS;ATM Withdrawal;Germany;35 Maple St;752 Redwood St;Male;66;ABC Bank;No
222;24/09/2023;13:29;MasterCard;PIN;65.52;Online;Clothing;Spain;511 Oak St;397 Birch St;Male;38;ABC Bank;No
223;18/10/2023;23:41;MasterCard;Tap;181.55;POS;Clothing;UK;242 Birch St;384 Main St;Male;27;XYZ Bank;No
224;01/10/2023;15:24;Visa;Tap;488.37;POS;Electronics;UK;904 Oak St;57 Main St;Female;54;XYZ Bank;No
225;27/09/2023;18:26;Visa;Tap;183.34;Online;ATM Withdrawal;France;301 Elm St;797 Oak St;Male;28;ABC Bank;No
226;15/10/2023;08:43;MasterCard;Tap;24.68;Online;Clothing;USA;44 Birch St;356 Oak St;Female;47;ABC Bank;No
227;19/09/2023;10:08;Visa;Tap;198.76;Online;Grocery;Spain;753 Birch St;258 Maple St;Male;48;XYZ Bank;No
228;11/10/2023;22:52;MasterCard;PIN;443.31;ATM;Electronics;UK;412 Pine St;988 Elm St;Male;65;DEF Bank;No
229;13/10/2023;12:22;Visa;PIN;184.8;ATM;Electronics;USA;152 Main St;470 Birch St;Male;58;ABC Bank;No
230;16/10/2023;14:53;Visa;Tap;333.78;POS;Electronics;France;261 Elm St;965 Cedar St;Female;32;DEF Bank;No
231;11/10/2023;13:17;Visa;PIN;332.4;ATM;Retail;France;643 Redwood St;656 Pine St;Female;20;XYZ Bank;Yes
232;09/10/2023;16:55;MasterCard;PIN;332.22;ATM;Grocery;Spain;345 Redwood St;252 Redwood St;Female;57;DEF Bank;No
233;30/09/2023;03:38;Visa;PIN;257.84;Online;ATM Withdrawal;Italy;659 Main St;874 Elm St;Male;18;XYZ Bank;No
234;13/10/2023;07:29;MasterCard;Tap;426.58;Online;Food;Spain;261 Main St;138 Birch St;Female;54;ABC Bank;No
235;06/10/2023;12:05;Visa;PIN;478.77;POS;Retail;Italy;721 Maple St;508 Oak St;Female;48;XYZ Bank;No
236;06/10/2023;21:20;Visa;Tap;278.87;ATM;ATM Withdrawal;UK;711 Pine St;575 Cedar St;Female;65;XYZ Bank;No
237;18/09/2023;17:50;Visa;PIN;398.28;Online;Electronics;UK;403 Pine St;936 Oak St;Female;33;XYZ Bank;Yes
238;01/10/2023;22:54;Visa;Tap;68.64;Online;ATM Withdrawal;Germany;128 Oak St;193 Main St;Male;21;DEF Bank;No
239;19/10/2023;18:21;MasterCard;PIN;471.0;Online;Electronics;USA;300 Elm St;87 Elm St;Male;60;XYZ Bank;No
240;12/10/2023;13:02;MasterCard;PIN;363.5;ATM;Electronics;Spain;788 Redwood St;444 Elm St;Male;60;DEF Bank;No
241;07/10/2023;18:13;MasterCard;PIN;314.95;ATM;Electronics;France;103 Elm St;662 Birch St;Male;53;DEF Bank;No
242;18/09/2023;03:26;MasterCard;Tap;161.32;Online;Electronics;Italy;463 Oak St;834 Main St;Female;70;ABC Bank;No
243;19/10/2023;22:15;Visa;Tap;60.27;POS;Clothing;Italy;481 Maple St;542 Birch St;Male;19;DEF Bank;No
244;15/10/2023;16:28;MasterCard;Tap;378.55;POS;Grocery;Germany;626 Birch St;627 Birch St;Male;62;XYZ Bank;Yes
245;22/09/2023;01:20;MasterCard;PIN;98.42;Online;Grocery;Germany;230 Redwood St;67 Pine St;Female;43;XYZ Bank;No
246;21/09/2023;19:28;MasterCard;Tap;348.05;ATM;Electronics;Canada;514 Pine St;684 Birch St;Male;54;XYZ Bank;No
247;22/09/2023;00:53;MasterCard;Tap;213.77;Online;Electronics;USA;890 Oak St;862 Oak St;Male;54;XYZ Bank;No
248;11/10/2023;00:50;Visa;Tap;399.45;POS;Food;Germany;485 Cedar St;352 Main St;Male;67;ABC Bank;No
249;04/10/2023;14:26;Visa;PIN;418.78;POS;ATM Withdrawal;Italy;170 Elm St;384 Birch St;Male;23;XYZ Bank;No
250;21/10/2023;04:39;Visa;PIN;442.53;Online;Clothing;Germany;931 Cedar St;414 Cedar St;Female;23;XYZ Bank;No
251;24/09/2023;20:20;MasterCard;Tap;432.22;POS;Food;UK;400 Elm St;381 Maple St;Female;69;ABC Bank;No
252;24/09/2023;13:50;Visa;PIN;405.34;POS;Grocery;UK;906 Maple St;426 Oak St;Male;41;XYZ Bank;No
253;26/09/2023;05:01;Visa;PIN;75.42;POS;Retail;UK;499 Redwood St;25 Maple St;Female;32;XYZ Bank;No
254;14/10/2023;13:07;MasterCard;Tap;461.43;Online;Food;Germany;777 Redwood St;915 Birch St;Male;60;XYZ Bank;No
255;04/10/2023;08:49;Visa;Tap;201.11;ATM;Retail;Italy;532 Main St;614 Main St;Male;43;XYZ Bank;No
256;23/09/2023;18:40;Visa;PIN;240.18;POS;Food;UK;913 Main St;855 Elm St;Female;45;XYZ Bank;No
257;21/09/2023;21:28;MasterCard;Tap;481.12;POS;ATM Withdrawal;USA;591 Redwood St;530 Redwood St;Male;24;DEF Bank;No
258;20/10/2023;14:38;Visa;PIN;202.12;POS;Grocery;Canada;121 Birch St;499 Pine St;Female;41;ABC Bank;No
259;13/10/2023;09:00;MasterCard;PIN;343.96;POS;Grocery;France;958 Oak St;704 Pine St;Male;27;DEF Bank;No
260;20/10/2023;19:22;MasterCard;Tap;111.97;POS;Grocery;Spain;678 Pine St;557 Main St;Female;54;ABC Bank;No
261;05/10/2023;19:54;MasterCard;Tap;352.4;ATM;Electronics;UK;743 Birch St;276 Cedar St;Female;66;XYZ Bank;No
262;19/10/2023;15:18;Visa;Tap;322.21;POS;Retail;USA;423 Birch St;606 Pine St;Male;69;ABC Bank;No
263;18/09/2023;02:51;MasterCard;Tap;181.61;POS;Electronics;UK;121 Maple St;649 Pine St;Female;24;XYZ Bank;No
264;21/09/2023;04:44;Visa;Tap;455.77;POS;Electronics;France;102 Oak St;719 Oak St;Female;52;XYZ Bank;No
265;08/10/2023;10:58;Visa;Tap;91.74;ATM;Clothing;UK;939 Pine St;218 Cedar St;Male;26;DEF Bank;No
266;30/09/2023;03:58;MasterCard;PIN;311.22;ATM;Retail;Spain;497 Main St;514 Oak St;Male;51;DEF Bank;No
267;21/10/2023;19:28;MasterCard;Tap;382.66;Online;Electronics;USA;321 Birch St;875 Elm St;Male;18;DEF Bank;No
268;29/09/2023;08:58;MasterCard;Tap;441.31;POS;Electronics;Germany;456 Birch St;863 Cedar St;Female;41;DEF Bank;No
269;25/09/2023;13:31;MasterCard;PIN;323.06;POS;Grocery;France;515 Main St;975 Cedar St;Female;36;ABC Bank;No
270;18/10/2023;12:13;MasterCard;Tap;395.0;ATM;Food;Spain;931 Redwood St;416 Birch St;Male;21;XYZ Bank;No
271;17/10/2023;05:29;Visa;PIN;74.72;ATM;Grocery;Germany;184 Birch St;112 Birch St;Male;64;DEF Bank;No
272;05/10/2023;06:53;MasterCard;PIN;26.32;POS;Retail;Canada;622 Redwood St;304 Redwood St;Male;51;ABC Bank;No
273;22/09/2023;06:09;Visa;PIN;386.84;POS;Food;France;476 Main St;345 Maple St;Male;64;ABC Bank;No
274;17/09/2023;03:55;Visa;Tap;401.32;POS;Electronics;Germany;403 Redwood St;678 Main St;Male;60;DEF Bank;No
275;30/09/2023;20:51;MasterCard;PIN;246.13;ATM;Grocery;Italy;253 Maple St;72 Pine St;Male;23;ABC Bank;No
276;16/10/2023;15:37;MasterCard;Tap;492.54;ATM;Food;USA;890 Redwood St;574 Oak St;Male;54;DEF Bank;No
277;22/10/2023;10:07;Visa;Tap;319.14;ATM;Food;Italy;57 Oak St;365 Birch St;Male;41;DEF Bank;No
278;28/09/2023;00:45;MasterCard;PIN;391.42;Online;Clothing;Spain;851 Elm St;911 Main St;Female;46;ABC Bank;No
279;06/10/2023;17:07;Visa;PIN;113.0;Online;Grocery;UK;62 Elm St;128 Birch St;Female;19;ABC Bank;No
280;09/10/2023;14:29;MasterCard;PIN;248.48;Online;Electronics;France;247 Elm St;689 Cedar St;Male;22;DEF Bank;No
281;30/09/2023;16:40;MasterCard;PIN;171.51;Online;ATM Withdrawal;France;620 Oak St;449 Main St;Female;34;DEF Bank;No
282;22/10/2023;08:48;Visa;PIN;197.01;Online;Grocery;Canada;255 Cedar St;741 Redwood St;Female;52;DEF Bank;No
283;20/09/2023;23:07;MasterCard;PIN;308.91;POS;Grocery;Spain;763 Pine St;521 Pine St;Male;30;DEF Bank;No
284;17/10/2023;11:40;MasterCard;PIN;264.5;POS;Electronics;Canada;953 Pine St;155 Pine St;Male;55;XYZ Bank;No
285;01/10/2023;18:50;Visa;Tap;80.56;Online;Electronics;UK;7 Birch St;494 Elm St;Male;26;ABC Bank;No
286;19/09/2023;14:52;Visa;Tap;137.16;Online;Clothing;Spain;175 Pine St;351 Maple St;Male;67;DEF Bank;No
287;25/09/2023;20:26;Visa;Tap;59.36;POS;Clothing;Italy;816 Elm St;725 Redwood St;Female;22;DEF Bank;No
288;14/10/2023;17:55;MasterCard;PIN;381.67;ATM;Electronics;Spain;20 Redwood St;482 Oak St;Male;37;XYZ Bank;No
289;19/10/2023;21:55;Visa;PIN;321.45;ATM;Retail;USA;402 Elm St;872 Cedar St;Male;49;DEF Bank;No
290;12/10/2023;05:37;MasterCard;PIN;443.35;POS;Retail;Canada;285 Maple St;69 Oak St;Female;47;ABC Bank;No
291;10/10/2023;00:48;MasterCard;PIN;275.28;Online;Food;UK;412 Main St;952 Cedar St;Female;37;DEF Bank;No
292;05/10/2023;05:31;Visa;Tap;61.05;Online;Electronics;Spain;300 Maple St;213 Maple St;Male;26;ABC Bank;No
293;14/10/2023;07:11;MasterCard;PIN;301.32;Online;ATM Withdrawal;Italy;264 Pine St;837 Birch St;Male;27;ABC Bank;No
294;13/10/2023;07:55;MasterCard;Tap;494.81;ATM;ATM Withdrawal;Italy;598 Birch St;590 Main St;Male;68;XYZ Bank;No
295;08/10/2023;07:13;Visa;PIN;358.18;POS;ATM Withdrawal;Germany;542 Oak St;181 Birch St;Male;60;XYZ Bank;No
296;17/10/2023;19:43;MasterCard;Tap;148.02;Online;Grocery;Canada;921 Main St;284 Elm St;Female;62;DEF Bank;No
297;03/10/2023;04:05;MasterCard;Tap;238.19;POS;Grocery;Italy;380 Cedar St;425 Cedar St;Female;63;ABC Bank;No
298;02/10/2023;11:20;MasterCard;Tap;181.47;ATM;Grocery;Spain;601 Redwood St;194 Redwood St;Female;24;DEF Bank;No
299;12/10/2023;23:28;MasterCard;PIN;428.98;Online;Electronics;USA;350 Cedar St;832 Main St;Female;33;XYZ Bank;No
300;27/09/2023;08:47;MasterCard;Tap;273.25;ATM;ATM Withdrawal;USA;72 Pine St;356 Oak St;Male;29;XYZ Bank;No
301;19/09/2023;16:29;Visa;PIN;286.39;POS;Food;Canada;817 Cedar St;185 Birch St;Female;56;DEF Bank;No
302;27/09/2023;11:15;Visa;PIN;295.98;Online;Grocery;Germany;569 Oak St;625 Elm St;Male;20;XYZ Bank;No
303;02/10/2023;00:01;Visa;PIN;173.23;Online;Food;Germany;235 Elm St;729 Main St;Female;40;DEF Bank;No
304;22/09/2023;00:50;Visa;Tap;169.29;Online;Clothing;Germany;216 Maple St;361 Cedar St;Female;46;DEF Bank;No
305;22/10/2023;23:15;Visa;PIN;139.24;POS;Grocery;Canada;911 Cedar St;332 Pine St;Female;54;XYZ Bank;No
306;01/10/2023;18:03;MasterCard;Tap;297.07;Online;Clothing;Spain;628 Main St;75 Pine St;Male;55;XYZ Bank;No
307;10/10/2023;17:13;MasterCard;PIN;400.76;POS;Food;Germany;848 Elm St;714 Main St;Male;58;DEF Bank;No
308;21/10/2023;20:00;Visa;Tap;35.88;Online;Clothing;Canada;149 Main St;254 Birch St;Male;42;DEF Bank;Yes
309;27/09/2023;11:26;Visa;Tap;333.4;Online;Electronics;USA;766 Birch St;562 Main St;Female;68;DEF Bank;No
310;30/09/2023;14:46;MasterCard;PIN;131.06;ATM;Grocery;UK;668 Elm St;509 Oak St;Male;60;XYZ Bank;No
311;20/09/2023;15:44;MasterCard;Tap;216.11;Online;Clothing;France;809 Redwood St;484 Pine St;Male;30;XYZ Bank;No
312;22/10/2023;04:32;Visa;PIN;462.96;POS;Clothing;Germany;881 Cedar St;189 Oak St;Female;57;ABC Bank;No
313;19/09/2023;11:02;MasterCard;Tap;362.3;POS;Electronics;Italy;155 Cedar St;91 Maple St;Female;22;XYZ Bank;No
314;05/10/2023;13:52;Visa;PIN;310.61;ATM;Electronics;Italy;941 Maple St;866 Cedar St;Female;39;XYZ Bank;No
315;10/10/2023;05:23;MasterCard;Tap;31.74;POS;Food;USA;468 Elm St;305 Redwood St;Male;42;XYZ Bank;No
316;25/09/2023;19:36;Visa;PIN;306.09;POS;Grocery;Canada;686 Pine St;656 Oak St;Male;54;XYZ Bank;No
317;13/10/2023;23:35;MasterCard;PIN;364.62;POS;Grocery;USA;189 Redwood St;861 Elm St;Female;53;ABC Bank;No
318;25/09/2023;10:23;MasterCard;PIN;397.0;ATM;Grocery;Canada;127 Maple St;204 Oak St;Male;48;XYZ Bank;No
319;11/10/2023;17:06;Visa;Tap;492.48;POS;Clothing;Spain;222 Elm St;716 Main St;Male;40;DEF Bank;No
320;21/10/2023;04:24;Visa;PIN;185.14;Online;Grocery;UK;553 Cedar St;264 Maple St;Female;54;DEF Bank;No
321;29/09/2023;00:31;MasterCard;PIN;463.94;ATM;Grocery;Canada;630 Birch St;411 Main St;Male;60;ABC Bank;No
322;30/09/2023;11:45;MasterCard;PIN;168.05;ATM;Electronics;Germany;322 Maple St;564 Redwood St;Female;21;ABC Bank;No
323;21/09/2023;05:48;Visa;Tap;489.2;ATM;Grocery;Germany;888 Elm St;798 Maple St;Male;47;DEF Bank;No
324;02/10/2023;14:51;MasterCard;Tap;152.82;POS;Retail;Germany;56 Cedar St;56 Cedar St;Male;25;ABC Bank;No
325;15/10/2023;20:02;Visa;PIN;497.4;Online;Retail;France;43 Main St;374 Main St;Male;66;ABC Bank;No
326;04/10/2023;04:32;MasterCard;Tap;434.05;ATM;Electronics;Canada;664 Maple St;161 Cedar St;Female;25;XYZ Bank;No
327;27/09/2023;02:51;Visa;PIN;472.06;ATM;Electronics;Italy;970 Main St;848 Redwood St;Male;20;XYZ Bank;No
328;05/10/2023;21:31;MasterCard;PIN;349.9;ATM;Food;Canada;259 Oak St;645 Cedar St;Female;19;ABC Bank;No
329;22/09/2023;01:17;Visa;PIN;223.24;Online;Electronics;Italy;114 Maple St;414 Cedar St;Male;66;ABC Bank;No
330;13/10/2023;01:10;Visa;Tap;279.05;Online;ATM Withdrawal;Germany;225 Redwood St;859 Maple St;Female;62;XYZ Bank;No
331;02/10/2023;11:46;Visa;Tap;435.86;Online;Electronics;Italy;271 Pine St;382 Maple St;Male;30;DEF Bank;No
332;22/09/2023;10:29;Visa;Tap;78.54;ATM;Retail;USA;438 Redwood St;355 Pine St;Female;45;XYZ Bank;No
333;09/10/2023;22:02;MasterCard;Tap;65.36;POS;Electronics;Germany;656 Redwood St;606 Main St;Female;25;DEF Bank;No
334;01/10/2023;16:04;Visa;Tap;469.0;ATM;ATM Withdrawal;USA;469 Oak St;882 Birch St;Female;56;DEF Bank;No
335;29/09/2023;12:46;Visa;Tap;108.1;ATM;Retail;Germany;249 Elm St;711 Oak St;Female;68;XYZ Bank;No
336;18/09/2023;17:31;MasterCard;PIN;51.1;POS;Electronics;Spain;338 Redwood St;776 Birch St;Female;41;ABC Bank;No
337;08/10/2023;14:21;MasterCard;Tap;58.93;POS;Clothing;UK;327 Oak St;757 Redwood St;Male;50;DEF Bank;Yes
338;13/10/2023;08:57;MasterCard;PIN;317.93;ATM;Electronics;Germany;48 Redwood St;456 Cedar St;Female;64;ABC Bank;No
339;27/09/2023;16:42;Visa;Tap;302.51;Online;Clothing;Canada;952 Elm St;395 Cedar St;Female;68;DEF Bank;No
340;09/10/2023;15:19;MasterCard;Tap;457.6;ATM;Retail;France;102 Pine St;658 Maple St;Female;19;XYZ Bank;No
341;08/10/2023;04:39;MasterCard;PIN;390.56;ATM;Retail;Canada;996 Birch St;398 Pine St;Female;51;XYZ Bank;No
342;24/09/2023;02:23;MasterCard;Tap;339.91;ATM;Electronics;UK;410 Cedar St;336 Oak St;Male;36;DEF Bank;No
343;19/10/2023;22:38;MasterCard;PIN;345.9;ATM;Retail;Canada;130 Oak St;780 Pine St;Male;67;DEF Bank;No
344;16/10/2023;23:24;MasterCard;Tap;168.44;Online;Food;France;263 Cedar St;799 Elm St;Male;26;ABC Bank;No
345;21/09/2023;09:47;MasterCard;PIN;255.32;Online;Electronics;France;276 Pine St;658 Oak St;Male;53;DEF Bank;No
346;18/10/2023;06:36;Visa;Tap;473.19;POS;Electronics;Canada;114 Redwood St;579 Maple St;Female;40;XYZ Bank;No
347;26/09/2023;06:28;Visa;PIN;369.35;ATM;Grocery;France;100 Main St;950 Elm St;Male;42;DEF Bank;No
348;01/10/2023;10:40;MasterCard;Tap;436.44;Online;ATM Withdrawal;Canada;447 Maple St;345 Cedar St;Male;34;ABC Bank;No
349;08/10/2023;03:28;Visa;PIN;238.99;POS;Clothing;Canada;738 Main St;481 Redwood St;Male;39;ABC Bank;No
350;24/09/2023;10:00;MasterCard;PIN;91.41;ATM;Grocery;USA;475 Pine St;618 Redwood St;Female;28;ABC Bank;No
351;16/10/2023;09:32;Visa;PIN;317.75;Online;Grocery;UK;892 Cedar St;913 Birch St;Male;26;ABC Bank;No
352;24/09/2023;23:42;MasterCard;Tap;240.03;POS;Food;France;491 Redwood St;679 Pine St;Female;42;ABC Bank;No
353;02/10/2023;06:15;Visa;PIN;261.09;POS;Clothing;Germany;212 Elm St;379 Birch St;Female;56;ABC Bank;No
354;21/10/2023;06:19;Visa;Tap;308.53;POS;ATM Withdrawal;France;68 Pine St;803 Maple St;Male;35;DEF Bank;Yes
355;05/10/2023;11:06;Visa;PIN;40.55;Online;Clothing;Italy;719 Pine St;140 Birch St;Male;39;ABC Bank;No
356;18/10/2023;16:12;Visa;PIN;333.26;Online;Electronics;France;558 Cedar St;784 Pine St;Male;42;ABC Bank;No
357;01/10/2023;17:42;MasterCard;PIN;41.21;POS;Clothing;France;189 Cedar St;350 Maple St;Female;64;XYZ Bank;Yes
358;30/09/2023;14:05;MasterCard;PIN;496.39;Online;Electronics;Spain;97 Maple St;21 Birch St;Male;68;DEF Bank;No
359;17/09/2023;09:35;MasterCard;Tap;113.04;ATM;Retail;Spain;596 Elm St;370 Elm St;Female;68;DEF Bank;No
360;06/10/2023;17:14;Visa;Tap;240.08;POS;Grocery;Canada;498 Oak St;10 Elm St;Male;54;XYZ Bank;No
361;22/09/2023;07:27;MasterCard;Tap;34.41;Online;Food;Italy;940 Oak St;942 Maple St;Female;42;XYZ Bank;No
362;12/10/2023;03:09;Visa;PIN;495.54;ATM;Retail;UK;988 Redwood St;957 Pine St;Male;41;ABC Bank;No
363;11/10/2023;01:28;MasterCard;Tap;226.91;POS;Food;France;388 Cedar St;350 Oak St;Male;25;DEF Bank;No
364;23/09/2023;09:20;MasterCard;Tap;452.77;ATM;Food;Germany;997 Main St;649 Redwood St;Female;57;DEF Bank;No
365;23/09/2023;17:55;Visa;Tap;402.13;POS;Grocery;Germany;761 Elm St;937 Birch St;Male;37;ABC Bank;No
366;06/10/2023;10:25;Visa;PIN;233.01;Online;ATM Withdrawal;Germany;209 Birch St;172 Oak St;Male;30;DEF Bank;No
367;17/09/2023;09:02;MasterCard;Tap;285.03;ATM;Grocery;Italy;328 Cedar St;98 Redwood St;Female;36;XYZ Bank;No
368;02/10/2023;06:34;Visa;Tap;112.78;Online;Food;Canada;638 Maple St;176 Main St;Female;50;ABC Bank;Yes
369;18/10/2023;12:55;Visa;Tap;65.66;Online;Grocery;UK;850 Elm St;894 Oak St;Male;34;ABC Bank;No
370;18/10/2023;14:54;Visa;Tap;340.21;ATM;Retail;France;285 Pine St;404 Redwood St;Male;48;DEF Bank;No
371;07/10/2023;10:48;MasterCard;PIN;454.86;Online;ATM Withdrawal;USA;918 Oak St;573 Maple St;Female;30;XYZ Bank;No
372;26/09/2023;18:03;MasterCard;Tap;486.63;Online;Clothing;Italy;977 Redwood St;776 Pine St;Female;31;DEF Bank;No
373;08/10/2023;01:27;Visa;Tap;355.93;Online;Clothing;USA;582 Birch St;679 Redwood St;Male;50;XYZ Bank;No
374;29/09/2023;00:25;Visa;Tap;248.62;ATM;Electronics;Canada;377 Pine St;885 Pine St;Female;34;ABC Bank;No
375;07/10/2023;14:48;Visa;Tap;493.17;POS;Clothing;Germany;83 Birch St;893 Maple St;Male;24;DEF Bank;No
376;12/10/2023;03:16;Visa;PIN;38.77;Online;ATM Withdrawal;France;658 Cedar St;987 Oak St;Male;48;XYZ Bank;No
377;29/09/2023;07:36;Visa;PIN;113.91;Online;Retail;Italy;932 Main St;672 Oak St;Female;23;XYZ Bank;No
378;12/10/2023;14:33;Visa;PIN;73.24;Online;Electronics;Canada;997 Cedar St;277 Pine St;Female;58;DEF Bank;No
379;12/10/2023;08:45;MasterCard;PIN;56.78;POS;Clothing;France;943 Oak St;189 Maple St;Female;66;ABC Bank;No
380;17/10/2023;13:19;MasterCard;PIN;264.86;Online;Retail;UK;789 Maple St;395 Pine St;Female;40;XYZ Bank;No
381;26/09/2023;20:41;Visa;Tap;59.56;POS;Food;UK;776 Pine St;523 Redwood St;Male;30;DEF Bank;No
382;12/10/2023;10:20;MasterCard;PIN;405.18;Online;Electronics;France;719 Birch St;880 Pine St;Male;27;XYZ Bank;No
383;19/09/2023;02:18;MasterCard;PIN;203.02;Online;Grocery;Canada;146 Redwood St;473 Maple St;Male;49;DEF Bank;No
384;28/09/2023;13:33;MasterCard;PIN;352.59;ATM;Clothing;Germany;724 Maple St;182 Redwood St;Female;37;DEF Bank;No
385;04/10/2023;17:59;Visa;PIN;197.16;ATM;Grocery;UK;815 Redwood St;996 Elm St;Male;18;XYZ Bank;No
386;10/10/2023;18:41;MasterCard;PIN;224.65;POS;ATM Withdrawal;USA;423 Oak St;5 Pine St;Female;46;DEF Bank;No
387;18/09/2023;04:16;MasterCard;Tap;497.55;POS;Grocery;UK;993 Cedar St;134 Birch St;Female;64;DEF Bank;No
388;17/10/2023;07:39;Visa;Tap;285.88;Online;Retail;Italy;392 Maple St;945 Oak St;Male;30;DEF Bank;No
389;20/10/2023;16:15;MasterCard;PIN;395.04;POS;Electronics;Germany;980 Oak St;48 Main St;Male;37;ABC Bank;No
390;12/10/2023;12:28;Visa;Tap;354.76;Online;Electronics;France;421 Cedar St;181 Maple St;Male;63;ABC Bank;No
391;09/10/2023;14:54;Visa;PIN;394.15;POS;Electronics;France;680 Oak St;316 Cedar St;Female;28;XYZ Bank;No
392;11/10/2023;18:55;MasterCard;Tap;41.4;Online;ATM Withdrawal;Canada;330 Pine St;504 Maple St;Male;33;ABC Bank;No
393;17/10/2023;19:02;Visa;Tap;359.11;Online;Retail;USA;526 Redwood St;642 Elm St;Male;34;XYZ Bank;No
394;24/09/2023;21:01;MasterCard;PIN;493.85;Online;ATM Withdrawal;UK;589 Birch St;759 Redwood St;Male;38;DEF Bank;No
395;10/10/2023;15:01;Visa;PIN;272.35;ATM;Clothing;Italy;862 Redwood St;639 Birch St;Male;30;ABC Bank;No
396;01/10/2023;20:26;Visa;Tap;270.82;POS;Grocery;Canada;146 Main St;542 Main St;Female;43;DEF Bank;No
397;18/10/2023;03:23;MasterCard;PIN;173.19;ATM;Retail;Canada;965 Redwood St;150 Redwood St;Female;54;XYZ Bank;No
398;21/09/2023;01:06;MasterCard;PIN;424.18;Online;Food;Spain;328 Birch St;387 Cedar St;Male;36;XYZ Bank;No
399;26/09/2023;04:23;Visa;Tap;61.07;POS;Electronics;Canada;225 Main St;893 Elm St;Female;32;ABC Bank;No
400;10/10/2023;13:31;MasterCard;PIN;242.16;POS;Clothing;UK;219 Maple St;641 Oak St;Male;53;ABC Bank;No
401;28/09/2023;02:50;Visa;Tap;165.48;Online;ATM Withdrawal;Spain;592 Birch St;575 Cedar St;Male;60;XYZ Bank;No
402;28/09/2023;21:08;Visa;Tap;320.35;Online;Clothing;France;15 Redwood St;822 Main St;Female;69;DEF Bank;No
403;22/09/2023;14:17;MasterCard;PIN;143.53;POS;ATM Withdrawal;UK;554 Cedar St;661 Oak St;Female;28;ABC Bank;No
404;28/09/2023;05:40;MasterCard;Tap;281.94;Online;Electronics;USA;417 Oak St;83 Oak St;Female;34;XYZ Bank;No
405;10/10/2023;14:16;Visa;Tap;189.0;ATM;ATM Withdrawal;France;795 Cedar St;593 Cedar St;Female;31;ABC Bank;No
406;04/10/2023;17:19;Visa;PIN;115.91;POS;ATM Withdrawal;France;931 Elm St;73 Birch St;Male;55;DEF Bank;No
407;02/10/2023;17:43;Visa;Tap;255.92;ATM;ATM Withdrawal;Italy;384 Main St;295 Elm St;Female;50;ABC Bank;No
408;05/10/2023;08:59;Visa;PIN;262.55;Online;Clothing;Italy;163 Birch St;636 Cedar St;Female;69;ABC Bank;No
409;04/10/2023;05:28;Visa;PIN;311.54;Online;Retail;UK;649 Elm St;227 Main St;Female;50;XYZ Bank;No
410;19/09/2023;05:59;Visa;Tap;289.78;POS;Retail;Canada;360 Maple St;898 Redwood St;Female;20;ABC Bank;No
411;30/09/2023;16:37;MasterCard;Tap;96.3;Online;ATM Withdrawal;Germany;396 Elm St;515 Oak St;Male;23;ABC Bank;No
412;07/10/2023;21:54;Visa;PIN;390.7;Online;Retail;Spain;139 Elm St;841 Elm St;Female;56;XYZ Bank;No
413;06/10/2023;12:38;Visa;PIN;303.99;Online;Retail;USA;531 Maple St;210 Elm St;Female;42;ABC Bank;No
414;03/10/2023;08:25;MasterCard;PIN;435.37;Online;Retail;France;531 Birch St;979 Cedar St;Female;45;ABC Bank;No
